"scenario","year","variable","value","units"
"ssp119",1950,"global_tas",0.133581341998483,"degC"
"ssp119",1951,"global_tas",0.134315767995966,"degC"
"ssp119",1952,"global_tas",0.135626756161504,"degC"
"ssp119",1953,"global_tas",0.137018681214018,"degC"
"ssp119",1954,"global_tas",0.139882225723656,"degC"
"ssp119",1955,"global_tas",0.140218010299474,"degC"
"ssp119",1956,"global_tas",0.13793421427784,"degC"
"ssp119",1957,"global_tas",0.135056989206133,"degC"
"ssp119",1958,"global_tas",0.136605099942142,"degC"
"ssp119",1959,"global_tas",0.138090793826496,"degC"
"ssp119",1960,"global_tas",0.139637046035055,"degC"
"ssp119",1961,"global_tas",0.132858117379849,"degC"
"ssp119",1962,"global_tas",0.116076155929294,"degC"
"ssp119",1963,"global_tas",0.0381405762395287,"degC"
"ssp119",1964,"global_tas",-0.0145804199436619,"degC"
"ssp119",1965,"global_tas",-0.0223392495097967,"degC"
"ssp119",1966,"global_tas",0.010186208013824,"degC"
"ssp119",1967,"global_tas",0.0216819262145296,"degC"
"ssp119",1968,"global_tas",0.0344665403768828,"degC"
"ssp119",1969,"global_tas",0.0528511352585087,"degC"
"ssp119",1970,"global_tas",0.0660336570719585,"degC"
"ssp119",1971,"global_tas",0.0695527098179525,"degC"
"ssp119",1972,"global_tas",0.0784321288928147,"degC"
"ssp119",1973,"global_tas",0.0976873431983675,"degC"
"ssp119",1974,"global_tas",0.11379473041752,"degC"
"ssp119",1975,"global_tas",0.105248222519735,"degC"
"ssp119",1976,"global_tas",0.117900904701244,"degC"
"ssp119",1977,"global_tas",0.14137398738793,"degC"
"ssp119",1978,"global_tas",0.165706766438364,"degC"
"ssp119",1979,"global_tas",0.186767961938538,"degC"
"ssp119",1980,"global_tas",0.203553179452373,"degC"
"ssp119",1981,"global_tas",0.220565116525741,"degC"
"ssp119",1982,"global_tas",0.216655505611575,"degC"
"ssp119",1983,"global_tas",0.176490772703565,"degC"
"ssp119",1984,"global_tas",0.185838105398528,"degC"
"ssp119",1985,"global_tas",0.220309063761659,"degC"
"ssp119",1986,"global_tas",0.252511092887107,"degC"
"ssp119",1987,"global_tas",0.283356533274605,"degC"
"ssp119",1988,"global_tas",0.315935839442898,"degC"
"ssp119",1989,"global_tas",0.349044932380259,"degC"
"ssp119",1990,"global_tas",0.378366169405644,"degC"
"ssp119",1991,"global_tas",0.351753873933871,"degC"
"ssp119",1992,"global_tas",0.233075503377,"degC"
"ssp119",1993,"global_tas",0.216955621683104,"degC"
"ssp119",1994,"global_tas",0.278748982822312,"degC"
"ssp119",1995,"global_tas",0.351185963517836,"degC"
"ssp119",1996,"global_tas",0.414417815214243,"degC"
"ssp119",1997,"global_tas",0.456633159953449,"degC"
"ssp119",1998,"global_tas",0.494597766441227,"degC"
"ssp119",1999,"global_tas",0.539555709460015,"degC"
"ssp119",2000,"global_tas",0.581309477446566,"degC"
"ssp119",2001,"global_tas",0.617191731655245,"degC"
"ssp119",2002,"global_tas",0.643530622831355,"degC"
"ssp119",2003,"global_tas",0.664642452990367,"degC"
"ssp119",2004,"global_tas",0.68804034356578,"degC"
"ssp119",2005,"global_tas",0.707971262967701,"degC"
"ssp119",2006,"global_tas",0.724423894055232,"degC"
"ssp119",2007,"global_tas",0.746509517884113,"degC"
"ssp119",2008,"global_tas",0.774020395306195,"degC"
"ssp119",2009,"global_tas",0.801574854225806,"degC"
"ssp119",2010,"global_tas",0.830089461281769,"degC"
"ssp119",2011,"global_tas",0.857010661440148,"degC"
"ssp119",2012,"global_tas",0.883409536568696,"degC"
"ssp119",2013,"global_tas",0.91481290807318,"degC"
"ssp119",2014,"global_tas",0.94108763233082,"degC"
"ssp119",2015,"global_tas",0.977424418206525,"degC"
"ssp119",2016,"global_tas",1.01375298126616,"degC"
"ssp119",2017,"global_tas",1.04878684365382,"degC"
"ssp119",2018,"global_tas",1.08306069861967,"degC"
"ssp119",2019,"global_tas",1.11678692063908,"degC"
"ssp119",2020,"global_tas",1.15011903586029,"degC"
"ssp119",2021,"global_tas",1.18228189117203,"degC"
"ssp119",2022,"global_tas",1.21311919504827,"degC"
"ssp119",2023,"global_tas",1.24260856438443,"degC"
"ssp119",2024,"global_tas",1.27073593496562,"degC"
"ssp119",2025,"global_tas",1.29869919363597,"degC"
"ssp119",2026,"global_tas",1.32630095553401,"degC"
"ssp119",2027,"global_tas",1.35326294773233,"degC"
"ssp119",2028,"global_tas",1.37942628961489,"degC"
"ssp119",2029,"global_tas",1.4046958033557,"degC"
"ssp119",2030,"global_tas",1.42901374913714,"degC"
"ssp119",2031,"global_tas",1.45005528565104,"degC"
"ssp119",2032,"global_tas",1.46832295953709,"degC"
"ssp119",2033,"global_tas",1.48445705309621,"degC"
"ssp119",2034,"global_tas",1.49884636045269,"degC"
"ssp119",2035,"global_tas",1.51174501269297,"degC"
"ssp119",2036,"global_tas",1.52332763683199,"degC"
"ssp119",2037,"global_tas",1.53371952678936,"degC"
"ssp119",2038,"global_tas",1.54302673355281,"degC"
"ssp119",2039,"global_tas",1.55130490157329,"degC"
"ssp119",2040,"global_tas",1.55860320502669,"degC"
"ssp119",2041,"global_tas",1.56473397639527,"degC"
"ssp119",2042,"global_tas",1.56984920793424,"degC"
"ssp119",2043,"global_tas",1.57409160053569,"degC"
"ssp119",2044,"global_tas",1.57755528567749,"degC"
"ssp119",2045,"global_tas",1.58030666729679,"degC"
"ssp119",2046,"global_tas",1.58239465685747,"degC"
"ssp119",2047,"global_tas",1.58385625584436,"degC"
"ssp119",2048,"global_tas",1.58471955844231,"degC"
"ssp119",2049,"global_tas",1.58500587208967,"degC"
"ssp119",2050,"global_tas",1.58473129421258,"degC"
"ssp119",2051,"global_tas",1.58380247876325,"degC"
"ssp119",2052,"global_tas",1.58233773538266,"degC"
"ssp119",2053,"global_tas",1.58043958551714,"degC"
"ssp119",2054,"global_tas",1.57817457741098,"degC"
"ssp119",2055,"global_tas",1.57558879043834,"degC"
"ssp119",2056,"global_tas",1.57271563685909,"degC"
"ssp119",2057,"global_tas",1.56957996672558,"degC"
"ssp119",2058,"global_tas",1.56622141091481,"degC"
"ssp119",2059,"global_tas",1.56264148124155,"degC"
"ssp119",2060,"global_tas",1.55884440967501,"degC"
"ssp119",2061,"global_tas",1.55495036108896,"degC"
"ssp119",2062,"global_tas",1.55096093103283,"degC"
"ssp119",2063,"global_tas",1.54686651040025,"degC"
"ssp119",2064,"global_tas",1.54266308430496,"degC"
"ssp119",2065,"global_tas",1.53835018760765,"degC"
"ssp119",2066,"global_tas",1.53392797496703,"degC"
"ssp119",2067,"global_tas",1.52939650655908,"degC"
"ssp119",2068,"global_tas",1.52475567833509,"degC"
"ssp119",2069,"global_tas",1.52000527691346,"degC"
